symbol,date,open,high,low,close,adjusted
AAPL,2023-10-02,171.22000122070312,174.3000030517578,170.92999267578125,173.75,172.06463623046875
AAPL,2023-10-03,172.25999450683594,173.6300048828125,170.82000732421875,172.39999389648438,170.72772216796875
AAPL,2023-10-04,171.08999633789062,174.2100067138672,170.97000122070312,173.66000366210938,171.97552490234375
AAPL,2023-10-05,173.7899932861328,175.4499969482422,172.67999267578125,174.91000366210938,173.21339416503906
AAPL,2023-10-06,173.8000030517578,177.99000549316406,173.17999267578125,177.49000549316406,175.76837158203125
AAPL,2023-10-09,176.80999755859375,179.0500030517578,175.8000030517578,178.99000549316406,177.25381469726562
AAPL,2023-10-10,178.10000610351562,179.72000122070312,177.9499969482422,178.38999938964844,176.65963745117188
AAPL,2023-10-11,178.1999969482422,179.85000610351562,177.60000610351562,179.8000030517578,178.0559539794922
AAPL,2023-10-12,180.07000732421875,182.33999633789062,179.0399932861328,180.7100067138672,178.95712280273438
AAPL,2023-10-13,181.4199981689453,181.92999267578125,178.13999938964844,178.85000610351562,177.1151885986328
AAPL,2023-10-16,176.75,179.0800018310547,176.50999450683594,178.72000122070312,176.98643493652344
AAPL,2023-10-17,176.64999389648438,178.4199981689453,174.8000030517578,177.14999389648438,175.431640625
AAPL,2023-10-18,175.5800018310547,177.5800018310547,175.11000061035156,175.83999633789062,174.13436889648438
AAPL,2023-10-19,176.0399932861328,177.83999633789062,175.19000244140625,175.4600067138672,173.758056640625
AAPL,2023-10-20,175.30999755859375,175.4199981689453,172.63999938964844,172.8800048828125,171.20309448242188
AAPL,2023-10-23,170.91000366210938,174.00999450683594,169.92999267578125,173,171.32188415527344
AAPL,2023-10-24,173.0500030517578,173.6699981689453,171.4499969482422,173.44000244140625,171.75767517089844
AAPL,2023-10-25,171.8800048828125,173.05999755859375,170.64999389648438,171.10000610351562,169.4403533935547
AAPL,2023-10-26,170.3699951171875,171.3800048828125,165.6699981689453,166.88999938964844,165.27117919921875
AAPL,2023-10-27,166.91000366210938,168.9600067138672,166.8300018310547,168.22000122070312,166.58827209472656
AAPL,2023-10-30,169.02000427246094,171.1699981689453,168.8699951171875,170.2899932861328,168.63818359375
AAPL,2023-10-31,169.35000610351562,170.89999389648438,167.89999389648438,170.77000427246094,169.11354064941406
AAPL,2023-11-01,171,174.22999572753906,170.1199951171875,173.97000122070312,172.28250122070312
AAPL,2023-11-02,175.52000427246094,177.77999877929688,175.4600067138672,177.57000732421875,175.84759521484375
AAPL,2023-11-03,174.24000549316406,176.82000732421875,173.35000610351562,176.64999389648438,174.93649291992188
AAPL,2023-11-06,176.3800048828125,179.42999267578125,176.2100067138672,179.22999572753906,177.49147033691406
AAPL,2023-11-07,179.17999267578125,182.44000244140625,178.97000122070312,181.82000732421875,180.05638122558594
AAPL,2023-11-08,182.35000610351562,183.4499969482422,181.58999633789062,182.88999938964844,181.11599731445312
AAPL,2023-11-09,182.9600067138672,184.1199951171875,181.80999755859375,182.41000366210938,180.64065551757812
AAPL,2023-11-10,183.97000122070312,186.57000732421875,183.52999877929688,186.39999389648438,184.8351287841797
AAPL,2023-11-13,185.82000732421875,186.02999877929688,184.2100067138672,184.8000030517578,183.24856567382812
AAPL,2023-11-14,187.6999969482422,188.11000061035156,186.3000030517578,187.44000244140625,185.86639404296875
AAPL,2023-11-15,187.85000610351562,189.5,187.77999877929688,188.00999450683594,186.43162536621094
AAPL,2023-11-16,189.57000732421875,190.9600067138672,188.64999389648438,189.7100067138672,188.1173553466797
AAPL,2023-11-17,190.25,190.3800048828125,188.57000732421875,189.69000244140625,188.09750366210938
AAPL,2023-11-20,189.88999938964844,191.91000366210938,189.8800048828125,191.4499969482422,189.84274291992188
AAPL,2023-11-21,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,189.03952026367188
AAPL,2023-11-22,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,189.70391845703125
AAPL,2023-11-24,190.8699951171875,190.89999389648438,189.25,189.97000122070312,188.37515258789062
AAPL,2023-11-27,189.9199981689453,190.6699981689453,188.89999389648438,189.7899932861328,188.19664001464844
AAPL,2023-11-28,189.77999877929688,191.0800018310547,189.39999389648438,190.39999389648438,188.80152893066406
AAPL,2023-11-29,190.89999389648438,192.08999633789062,188.97000122070312,189.3699951171875,187.7801971435547
AAPL,2023-11-30,189.83999633789062,190.32000732421875,188.19000244140625,189.9499969482422,188.35533142089844
AAPL,2023-12-01,190.3300018310547,191.55999755859375,189.22999572753906,191.24000549316406,189.63449096679688
AAPL,2023-12-04,189.97999572753906,190.0500030517578,187.4499969482422,189.42999267578125,187.83966064453125
AAPL,2023-12-05,190.2100067138672,194.39999389648438,190.17999267578125,193.4199981689453,191.7961883544922
AAPL,2023-12-06,194.4499969482422,194.75999450683594,192.11000061035156,192.32000732421875,190.7054443359375
AAPL,2023-12-07,193.6300048828125,195,193.58999633789062,194.27000427246094,192.6390380859375
AAPL,2023-12-08,194.1999969482422,195.99000549316406,193.6699981689453,195.7100067138672,194.0669708251953
AAPL,2023-12-11,193.11000061035156,193.49000549316406,191.4199981689453,193.17999267578125,191.55819702148438
AAPL,2023-12-12,193.0800018310547,194.72000122070312,191.72000122070312,194.7100067138672,193.07537841796875
AAPL,2023-12-13,195.08999633789062,198,194.85000610351562,197.9600067138672,196.298095703125
AAPL,2023-12-14,198.02000427246094,199.6199951171875,196.16000366210938,198.11000061035156,196.44680786132812
AAPL,2023-12-15,197.52999877929688,198.39999389648438,197,197.57000732421875,195.91134643554688
AAPL,2023-12-18,196.08999633789062,196.6300048828125,194.38999938964844,195.88999938964844,194.2454833984375
AAPL,2023-12-19,196.16000366210938,196.9499969482422,195.88999938964844,196.94000244140625,195.28663635253906
AAPL,2023-12-20,196.89999389648438,197.67999267578125,194.8300018310547,194.8300018310547,193.19435119628906
AAPL,2023-12-21,196.10000610351562,197.0800018310547,193.5,194.67999267578125,193.04559326171875
AAPL,2023-12-22,195.17999267578125,195.41000366210938,192.97000122070312,193.60000610351562,191.9746551513672
AAPL,2023-12-26,193.61000061035156,193.88999938964844,192.8300018310547,193.0500030517578,191.42929077148438
AAPL,2023-12-27,192.49000549316406,193.5,191.08999633789062,193.14999389648438,191.52845764160156
AAPL,2023-12-28,194.13999938964844,194.66000366210938,193.1699981689453,193.5800018310547,191.95486450195312
AAPL,2023-12-29,193.89999389648438,194.39999389648438,191.72999572753906,192.52999877929688,190.91366577148438
AAPL,2024-01-02,187.14999389648438,188.44000244140625,183.88999938964844,185.63999938964844,184.08151245117188
AAPL,2024-01-03,184.22000122070312,185.8800048828125,183.42999267578125,184.25,182.70315551757812
AAPL,2024-01-04,182.14999389648438,183.08999633789062,180.8800048828125,181.91000366210938,180.38282775878906
AAPL,2024-01-05,181.99000549316406,182.75999450683594,180.1699981689453,181.17999267578125,179.65895080566406
AAPL,2024-01-08,182.08999633789062,185.60000610351562,181.5,185.55999755859375,184.00216674804688
AAPL,2024-01-09,183.9199981689453,185.14999389648438,182.72999572753906,185.13999938964844,183.585693359375
AAPL,2024-01-10,184.35000610351562,186.39999389648438,183.9199981689453,186.19000244140625,184.62689208984375
AAPL,2024-01-11,186.5399932861328,187.0500030517578,183.6199951171875,185.58999633789062,184.03192138671875
AAPL,2024-01-12,186.05999755859375,186.74000549316406,185.19000244140625,185.9199981689453,184.3591766357422
AAPL,2024-01-16,182.16000366210938,184.25999450683594,180.92999267578125,183.6300048828125,182.08836364746094
AAPL,2024-01-17,181.27000427246094,182.92999267578125,180.3000030517578,182.67999267578125,181.14633178710938
AAPL,2024-01-18,186.08999633789062,189.13999938964844,185.8300018310547,188.6300048828125,187.04640197753906
AAPL,2024-01-19,189.3300018310547,191.9499969482422,188.82000732421875,191.55999755859375,189.95181274414062
AAPL,2024-01-22,192.3000030517578,195.3300018310547,192.25999450683594,193.88999938964844,192.2622528076172
AAPL,2024-01-23,195.02000427246094,195.75,193.8300018310547,195.17999267578125,193.54141235351562
AAPL,2024-01-24,195.4199981689453,196.3800048828125,194.33999633789062,194.5,192.8671417236328
AAPL,2024-01-25,195.22000122070312,196.27000427246094,193.11000061035156,194.1699981689453,192.53988647460938
AAPL,2024-01-26,194.27000427246094,194.75999450683594,191.94000244140625,192.4199981689453,190.8045654296875
AAPL,2024-01-29,192.00999450683594,192.1999969482422,189.5800018310547,191.72999572753906,190.12039184570312
AAPL,2024-01-30,190.94000244140625,191.8000030517578,187.47000122070312,188.0399932861328,186.46131896972656
AAPL,2024-01-31,187.0399932861328,187.10000610351562,184.35000610351562,184.39999389648438,182.8518829345703
AAPL,2024-02-01,183.99000549316406,186.9499969482422,183.82000732421875,186.86000061035156,185.291259765625
AAPL,2024-02-02,179.86000061035156,187.3300018310547,179.25,185.85000610351562,184.2897491455078
AAPL,2024-02-05,188.14999389648438,189.25,185.83999633789062,187.67999267578125,186.10435485839844
AAPL,2024-02-06,186.86000061035156,189.30999755859375,186.77000427246094,189.3000030517578,187.71078491210938
AAPL,2024-02-07,190.63999938964844,191.0500030517578,188.61000061035156,189.41000366210938,187.81985473632812
AAPL,2024-02-08,189.38999938964844,189.5399932861328,187.35000610351562,188.32000732421875,186.739013671875
AAPL,2024-02-09,188.64999389648438,189.99000549316406,188,188.85000610351562,187.50350952148438
AAPL,2024-02-12,188.4199981689453,188.6699981689453,186.7899932861328,187.14999389648438,185.81561279296875
AAPL,2024-02-13,185.77000427246094,186.2100067138672,183.50999450683594,185.0399932861328,183.72068786621094
AAPL,2024-02-14,185.32000732421875,185.52999877929688,182.44000244140625,184.14999389648438,182.83702087402344
AAPL,2024-02-15,183.5500030517578,184.49000549316406,181.35000610351562,183.86000061035156,182.549072265625
AAPL,2024-02-16,183.4199981689453,184.85000610351562,181.6699981689453,182.30999755859375,181.0101318359375
AAPL,2024-02-20,181.7899932861328,182.42999267578125,180,181.55999755859375,180.2655029296875
AAPL,2024-02-21,181.94000244140625,182.88999938964844,180.66000366210938,182.32000732421875,181.0200653076172
AAPL,2024-02-22,183.47999572753906,184.9600067138672,182.4600067138672,184.3699951171875,183.05543518066406
AAPL,2024-02-23,185.00999450683594,185.0399932861328,182.22999572753906,182.52000427246094,181.21865844726562
AAPL,2024-02-26,182.24000549316406,182.75999450683594,180.64999389648438,181.16000366210938,179.8683319091797
AAPL,2024-02-27,181.10000610351562,183.9199981689453,179.55999755859375,182.6300048828125,181.32785034179688
AAPL,2024-02-28,182.50999450683594,183.1199951171875,180.1300048828125,181.4199981689453,180.12649536132812
AAPL,2024-02-29,181.27000427246094,182.57000732421875,179.52999877929688,180.75,179.46127319335938
AAPL,2024-03-01,179.5500030517578,180.52999877929688,177.3800048828125,179.66000366210938,178.37904357910156
AAPL,2024-03-04,176.14999389648438,176.89999389648438,173.7899932861328,175.10000610351562,173.8515625
AAPL,2024-03-05,170.75999450683594,172.0399932861328,169.6199951171875,170.1199951171875,168.9070587158203
AAPL,2024-03-06,171.05999755859375,171.24000549316406,168.67999267578125,169.1199951171875,167.91416931152344
AAPL,2024-03-07,169.14999389648438,170.72999572753906,168.49000549316406,169,167.7950439453125
AAPL,2024-03-08,169,173.6999969482422,168.94000244140625,170.72999572753906,169.51272583007812
AAPL,2024-03-11,172.94000244140625,174.3800048828125,172.0500030517578,172.75,171.51829528808594
AAPL,2024-03-12,173.14999389648438,174.02999877929688,171.00999450683594,173.22999572753906,171.994873046875
AAPL,2024-03-13,172.77000427246094,173.19000244140625,170.75999450683594,171.1300048828125,169.9098663330078
AAPL,2024-03-14,172.91000366210938,174.30999755859375,172.0500030517578,173,171.76651000976562
AAPL,2024-03-15,171.1699981689453,172.6199951171875,170.2899932861328,172.6199951171875,171.3892059326172
AAPL,2024-03-18,175.57000732421875,177.7100067138672,173.52000427246094,173.72000122070312,172.4813995361328
AAPL,2024-03-19,174.33999633789062,176.61000061035156,173.02999877929688,176.0800018310547,174.82456970214844
AAPL,2024-03-20,175.72000122070312,178.6699981689453,175.08999633789062,178.6699981689453,177.39608764648438
AAPL,2024-03-21,177.0500030517578,177.49000549316406,170.83999633789062,171.3699951171875,170.14813232421875
AAPL,2024-03-22,171.75999450683594,173.0500030517578,170.05999755859375,172.27999877929688,171.05166625976562
AAPL,2024-03-25,170.57000732421875,171.94000244140625,169.4499969482422,170.85000610351562,169.63186645507812
AAPL,2024-03-26,170,171.4199981689453,169.5800018310547,169.7100067138672,168.49998474121094
AAPL,2024-03-27,170.41000366210938,173.60000610351562,170.11000061035156,173.30999755859375,172.0742950439453
AAPL,2024-03-28,171.75,172.22999572753906,170.50999450683594,171.47999572753906,170.25735473632812
AAPL,2024-04-01,171.19000244140625,171.25,169.47999572753906,170.02999877929688,168.8177032470703
AAPL,2024-04-02,169.0800018310547,169.33999633789062,168.22999572753906,168.83999633789062,167.6361846923828
AAPL,2024-04-03,168.7899932861328,170.67999267578125,168.5800018310547,169.64999389648438,168.44039916992188
AAPL,2024-04-04,170.2899932861328,171.9199981689453,168.82000732421875,168.82000732421875,167.6163330078125
AAPL,2024-04-05,169.58999633789062,170.38999938964844,168.9499969482422,169.5800018310547,168.3708953857422
AAPL,2024-04-08,169.02999877929688,169.1999969482422,168.24000549316406,168.4499969482422,167.2489776611328
AAPL,2024-04-09,168.6999969482422,170.0800018310547,168.35000610351562,169.6699981689453,168.46023559570312
