symbol,date,open,high,low,close,adjusted
AAPL,2024-04-10,168.8000030517578,169.08999633789062,167.11000061035156,167.77999877929688,166.583740234375
AAPL,2024-04-11,168.33999633789062,175.4600067138672,168.16000366210938,175.0399932861328,173.79196166992188
AAPL,2024-04-12,174.25999450683594,178.36000061035156,174.2100067138672,176.5500030517578,175.2912139892578
AAPL,2024-04-15,175.36000061035156,176.6300048828125,172.5,172.69000244140625,171.45872497558594
AAPL,2024-04-16,171.75,173.75999450683594,168.27000427246094,169.3800048828125,168.17233276367188
AAPL,2024-04-17,169.61000061035156,170.64999389648438,168,168,166.8021697998047
AAPL,2024-04-18,168.02999877929688,168.63999938964844,166.5500030517578,167.0399932861328,165.8489990234375
AAPL,2024-04-19,166.2100067138672,166.39999389648438,164.0800018310547,165,163.8235626220703
AAPL,2024-04-22,165.52000427246094,167.25999450683594,164.77000427246094,165.83999633789062,164.6575469970703
AAPL,2024-04-23,165.35000610351562,167.0500030517578,164.9199981689453,166.89999389648438,165.7100067138672
AAPL,2024-04-24,166.5399932861328,169.3000030517578,166.2100067138672,169.02000427246094,167.8148956298828
AAPL,2024-04-25,169.52999877929688,170.61000061035156,168.14999389648438,169.88999938964844,168.6787109375
AAPL,2024-04-26,169.8800048828125,171.33999633789062,169.17999267578125,169.3000030517578,168.09291076660156
AAPL,2024-04-29,173.3699951171875,176.02999877929688,173.10000610351562,173.5,172.262939453125
AAPL,2024-04-30,173.3300018310547,174.99000549316406,170,170.3300018310547,169.11553955078125
AAPL,2024-05-01,169.5800018310547,172.7100067138672,169.11000061035156,169.3000030517578,168.09291076660156
AAPL,2024-05-02,172.50999450683594,173.4199981689453,170.88999938964844,173.02999877929688,171.79629516601562
AAPL,2024-05-03,186.64999389648438,187,182.66000366210938,183.3800048828125,182.07252502441406
AAPL,2024-05-06,182.35000610351562,184.1999969482422,180.4199981689453,181.7100067138672,180.4144287109375
AAPL,2024-05-07,183.4499969482422,184.89999389648438,181.32000732421875,182.39999389648438,181.09950256347656
AAPL,2024-05-08,182.85000610351562,183.07000732421875,181.4499969482422,182.74000549316406,181.43707275390625
AAPL,2024-05-09,182.55999755859375,184.66000366210938,182.11000061035156,184.57000732421875,183.25404357910156
AAPL,2024-05-10,184.89999389648438,185.08999633789062,182.1300048828125,183.0500030517578,181.99134826660156
AAPL,2024-05-13,185.44000244140625,187.10000610351562,184.6199951171875,186.27999877929688,185.20269775390625
AAPL,2024-05-14,187.50999450683594,188.3000030517578,186.2899932861328,187.42999267578125,186.34605407714844
AAPL,2024-05-15,187.91000366210938,190.64999389648438,187.3699951171875,189.72000122070312,188.62281799316406
AAPL,2024-05-16,190.47000122070312,191.10000610351562,189.66000366210938,189.83999633789062,188.7421112060547
AAPL,2024-05-17,189.50999450683594,190.80999755859375,189.17999267578125,189.8699951171875,188.77194213867188
AAPL,2024-05-20,189.3300018310547,191.9199981689453,189.00999450683594,191.0399932861328,189.93516540527344
AAPL,2024-05-21,191.08999633789062,192.72999572753906,190.9199981689453,192.35000610351562,191.2375946044922
AAPL,2024-05-22,192.27000427246094,192.82000732421875,190.27000427246094,190.89999389648438,189.7959747314453
AAPL,2024-05-23,190.97999572753906,191,186.6300048828125,186.8800048828125,185.79922485351562
AAPL,2024-05-24,188.82000732421875,190.5800018310547,188.0399932861328,189.97999572753906,188.8813018798828
AAPL,2024-05-28,191.50999450683594,193,189.10000610351562,189.99000549316406,188.89125061035156
AAPL,2024-05-29,189.61000061035156,192.25,189.50999450683594,190.2899932861328,189.18951416015625
AAPL,2024-05-30,190.75999450683594,192.17999267578125,190.6300048828125,191.2899932861328,190.18373107910156
AAPL,2024-05-31,191.44000244140625,192.57000732421875,189.91000366210938,192.25,191.13815307617188
AAPL,2024-06-03,192.89999389648438,194.99000549316406,192.52000427246094,194.02999877929688,192.90785217285156
AAPL,2024-06-04,194.63999938964844,195.32000732421875,193.02999877929688,194.35000610351562,193.2260284423828
AAPL,2024-06-05,195.39999389648438,196.89999389648438,194.8699951171875,195.8699951171875,194.7372283935547
AAPL,2024-06-06,195.69000244140625,196.5,194.1699981689453,194.47999572753906,193.3552703857422
AAPL,2024-06-07,194.64999389648438,196.94000244140625,194.13999938964844,196.88999938964844,195.7513427734375
AAPL,2024-06-10,196.89999389648438,197.3000030517578,192.14999389648438,193.1199951171875,192.0031280517578
AAPL,2024-06-11,193.64999389648438,207.16000366210938,193.6300048828125,207.14999389648438,205.95199584960938
AAPL,2024-06-12,207.3699951171875,220.1999969482422,206.89999389648438,213.07000732421875,211.83778381347656
AAPL,2024-06-13,214.74000549316406,216.75,211.60000610351562,214.24000549316406,213.00099182128906
AAPL,2024-06-14,213.85000610351562,215.1699981689453,211.3000030517578,212.49000549316406,211.2611083984375
AAPL,2024-06-17,213.3699951171875,218.9499969482422,212.72000122070312,216.6699981689453,215.4169464111328
AAPL,2024-06-18,217.58999633789062,218.6300048828125,213,214.2899932861328,213.05068969726562
AAPL,2024-06-20,213.92999267578125,214.24000549316406,208.85000610351562,209.67999267578125,208.4673614501953
AAPL,2024-06-21,210.38999938964844,211.88999938964844,207.11000061035156,207.49000549316406,206.29005432128906
AAPL,2024-06-24,207.72000122070312,212.6999969482422,206.58999633789062,208.13999938964844,206.93626403808594
AAPL,2024-06-25,209.14999389648438,211.3800048828125,208.61000061035156,209.07000732421875,207.86090087890625
AAPL,2024-06-26,211.5,214.86000061035156,210.63999938964844,213.25,212.0167236328125
AAPL,2024-06-27,214.69000244140625,215.74000549316406,212.35000610351562,214.10000610351562,212.86181640625
AAPL,2024-06-28,215.77000427246094,216.07000732421875,210.3000030517578,210.6199951171875,209.40191650390625
AAPL,2024-07-01,212.08999633789062,217.50999450683594,211.9199981689453,216.75,215.49647521972656
AAPL,2024-07-02,216.14999389648438,220.3800048828125,215.10000610351562,220.27000427246094,218.99612426757812
AAPL,2024-07-03,220,221.5500030517578,219.02999877929688,221.5500030517578,220.26870727539062
AAPL,2024-07-05,221.64999389648438,226.4499969482422,221.64999389648438,226.33999633789062,225.03099060058594
AAPL,2024-07-08,227.08999633789062,227.85000610351562,223.25,227.82000732421875,226.50247192382812
AAPL,2024-07-09,227.92999267578125,229.39999389648438,226.3699951171875,228.67999267578125,227.35748291015625
AAPL,2024-07-10,229.3000030517578,233.0800018310547,229.25,232.97999572753906,231.63259887695312
AAPL,2024-07-11,231.38999938964844,232.38999938964844,225.77000427246094,227.57000732421875,226.25390625
AAPL,2024-07-12,228.9199981689453,232.63999938964844,228.67999267578125,230.5399932861328,229.2067108154297
AAPL,2024-07-15,236.47999572753906,237.22999572753906,233.08999633789062,234.39999389648438,233.04440307617188
AAPL,2024-07-16,235,236.27000427246094,232.3300018310547,234.82000732421875,233.4619903564453
AAPL,2024-07-17,229.4499969482422,231.4600067138672,226.63999938964844,228.8800048828125,227.5563201904297
AAPL,2024-07-18,230.27999877929688,230.44000244140625,222.27000427246094,224.17999267578125,222.8834991455078
AAPL,2024-07-19,224.82000732421875,226.8000030517578,223.27999877929688,224.30999755859375,223.01275634765625
AAPL,2024-07-22,227.00999450683594,227.77999877929688,223.08999633789062,223.9600067138672,222.664794921875
AAPL,2024-07-23,224.3699951171875,226.94000244140625,222.67999267578125,225.00999450683594,223.70870971679688
AAPL,2024-07-24,224,224.8000030517578,217.1300048828125,218.5399932861328,217.276123046875
AAPL,2024-07-25,218.92999267578125,220.85000610351562,214.6199951171875,217.49000549316406,216.23219299316406
AAPL,2024-07-26,218.6999969482422,219.49000549316406,216.00999450683594,217.9600067138672,216.69949340820312
AAPL,2024-07-29,216.9600067138672,219.3000030517578,215.75,218.24000549316406,216.97787475585938
AAPL,2024-07-30,219.19000244140625,220.3300018310547,216.1199951171875,218.8000030517578,217.53460693359375
AAPL,2024-07-31,221.44000244140625,223.82000732421875,220.6300048828125,222.0800018310547,220.795654296875
AAPL,2024-08-01,224.3699951171875,224.47999572753906,217.02000427246094,218.36000061035156,217.09716796875
AAPL,2024-08-02,219.14999389648438,225.60000610351562,217.7100067138672,219.86000061035156,218.58848571777344
AAPL,2024-08-05,199.08999633789062,213.5,196,209.27000427246094,208.05975341796875
AAPL,2024-08-06,205.3000030517578,209.99000549316406,201.07000732421875,207.22999572753906,206.03152465820312
AAPL,2024-08-07,206.89999389648438,213.63999938964844,206.38999938964844,209.82000732421875,208.6065673828125
AAPL,2024-08-08,213.11000061035156,214.1999969482422,208.8300018310547,213.30999755859375,212.0763702392578
AAPL,2024-08-09,212.10000610351562,216.77999877929688,211.97000122070312,216.24000549316406,214.98944091796875
AAPL,2024-08-12,216.07000732421875,219.50999450683594,215.60000610351562,217.52999877929688,216.5222930908203
AAPL,2024-08-13,219.00999450683594,221.88999938964844,219.00999450683594,221.27000427246094,220.24496459960938
AAPL,2024-08-14,220.57000732421875,223.02999877929688,219.6999969482422,221.72000122070312,220.69290161132812
AAPL,2024-08-15,224.60000610351562,225.35000610351562,222.75999450683594,224.72000122070312,223.6790008544922
AAPL,2024-08-16,223.9199981689453,226.8300018310547,223.64999389648438,226.0500030517578,225.00283813476562
AAPL,2024-08-19,225.72000122070312,225.99000549316406,223.0399932861328,225.88999938964844,224.8435821533203
AAPL,2024-08-20,225.77000427246094,227.1699981689453,225.4499969482422,226.50999450683594,225.46067810058594
AAPL,2024-08-21,226.52000427246094,227.97999572753906,225.0500030517578,226.39999389648438,225.35121154785156
AAPL,2024-08-22,227.7899932861328,228.33999633789062,223.89999389648438,224.52999877929688,223.4898681640625
AAPL,2024-08-23,225.66000366210938,228.22000122070312,224.3300018310547,226.83999633789062,225.78916931152344
AAPL,2024-08-26,226.75999450683594,227.27999877929688,223.88999938964844,227.17999267578125,226.12759399414062
AAPL,2024-08-27,226,228.85000610351562,224.88999938964844,228.02999877929688,226.97364807128906
AAPL,2024-08-28,227.9199981689453,229.86000061035156,225.67999267578125,226.49000549316406,225.4407958984375
AAPL,2024-08-29,230.10000610351562,232.9199981689453,228.8800048828125,229.7899932861328,228.7255096435547
AAPL,2024-08-30,230.19000244140625,230.39999389648438,227.47999572753906,229,227.93917846679688
AAPL,2024-09-03,228.5500030517578,229,221.1699981689453,222.77000427246094,221.738037109375
AAPL,2024-09-04,221.66000366210938,221.77999877929688,217.47999572753906,220.85000610351562,219.82691955566406
AAPL,2024-09-05,221.6300048828125,225.47999572753906,221.52000427246094,222.3800048828125,221.34982299804688
AAPL,2024-09-06,223.9499969482422,225.24000549316406,219.77000427246094,220.82000732421875,219.7970733642578
AAPL,2024-09-09,220.82000732421875,221.27000427246094,216.7100067138672,220.91000366210938,219.8866424560547
AAPL,2024-09-10,218.9199981689453,221.47999572753906,216.72999572753906,220.11000061035156,219.09034729003906
AAPL,2024-09-11,221.4600067138672,223.08999633789062,217.88999938964844,222.66000366210938,221.62852478027344
AAPL,2024-09-12,222.5,223.5500030517578,219.82000732421875,222.77000427246094,221.738037109375
AAPL,2024-09-13,223.5800018310547,224.0399932861328,221.91000366210938,222.5,221.4692840576172
AAPL,2024-09-16,216.5399932861328,217.22000122070312,213.9199981689453,216.32000732421875,215.3179168701172
AAPL,2024-09-17,215.75,216.89999389648438,214.5,216.7899932861328,215.7857208251953
AAPL,2024-09-18,217.5500030517578,222.7100067138672,217.5399932861328,220.69000244140625,219.66766357421875
AAPL,2024-09-19,224.99000549316406,229.82000732421875,224.6300048828125,228.8699951171875,227.80975341796875
AAPL,2024-09-20,229.97000122070312,233.08999633789062,227.6199951171875,228.1999969482422,227.1428680419922
AAPL,2024-09-23,227.33999633789062,229.4499969482422,225.80999755859375,226.47000122070312,225.42088317871094
AAPL,2024-09-24,228.64999389648438,229.35000610351562,225.72999572753906,227.3699951171875,226.3167266845703
AAPL,2024-09-25,224.92999267578125,227.2899932861328,224.02000427246094,226.3699951171875,225.3213348388672
AAPL,2024-09-26,227.3000030517578,228.5,225.41000366210938,227.52000427246094,226.4660186767578
AAPL,2024-09-27,228.4600067138672,229.52000427246094,227.3000030517578,227.7899932861328,226.73475646972656
AAPL,2024-09-30,230.0399932861328,233,229.64999389648438,233,231.920654296875
AAPL,2024-10-01,229.52000427246094,229.64999389648438,223.74000549316406,226.2100067138672,225.162109375
AAPL,2024-10-02,225.88999938964844,227.3699951171875,223.02000427246094,226.77999877929688,225.7294464111328
AAPL,2024-10-03,225.13999938964844,226.80999755859375,223.32000732421875,225.6699981689453,224.6245880126953
AAPL,2024-10-04,227.89999389648438,228,224.1300048828125,226.8000030517578,225.74935913085938
AAPL,2024-10-07,224.5,225.69000244140625,221.3300018310547,221.69000244140625,220.66302490234375
AAPL,2024-10-08,224.3000030517578,225.97999572753906,223.25,225.77000427246094,224.72412109375
AAPL,2024-10-09,225.22999572753906,229.75,224.8300018310547,229.5399932861328,228.47666931152344
AAPL,2024-10-10,227.77999877929688,229.5,227.1699981689453,229.0399932861328,227.97898864746094
AAPL,2024-10-11,229.3000030517578,229.41000366210938,227.33999633789062,227.5500030517578,226.49588012695312
AAPL,2024-10-14,228.6999969482422,231.72999572753906,228.60000610351562,231.3000030517578,230.228515625
AAPL,2024-10-15,233.61000061035156,237.49000549316406,232.3699951171875,233.85000610351562,232.76670837402344
AAPL,2024-10-16,231.60000610351562,232.1199951171875,229.83999633789062,231.77999877929688,230.70626831054688
AAPL,2024-10-17,233.42999267578125,233.85000610351562,230.52000427246094,232.14999389648438,231.07456970214844
AAPL,2024-10-18,236.17999267578125,236.17999267578125,234.00999450683594,235,233.91134643554688
AAPL,2024-10-21,234.4499969482422,236.85000610351562,234.4499969482422,236.47999572753906,235.384521484375
AAPL,2024-10-22,233.88999938964844,236.22000122070312,232.60000610351562,235.86000061035156,234.7674102783203
AAPL,2024-10-23,234.0800018310547,235.13999938964844,227.75999450683594,230.75999450683594,229.6909942626953
AAPL,2024-10-24,229.97999572753906,230.82000732421875,228.41000366210938,230.57000732421875,229.5019073486328
AAPL,2024-10-25,229.74000549316406,233.22000122070312,229.57000732421875,231.41000366210938,230.3380126953125
AAPL,2024-10-28,233.32000732421875,234.72999572753906,232.5500030517578,233.39999389648438,232.3187713623047
AAPL,2024-10-29,233.10000610351562,234.3300018310547,232.32000732421875,233.6699981689453,232.5875244140625
AAPL,2024-10-30,232.61000061035156,233.47000122070312,229.5500030517578,230.10000610351562,229.03407287597656
AAPL,2024-10-31,229.33999633789062,229.8300018310547,225.3699951171875,225.91000366210938,224.8634796142578
AAPL,2024-11-01,220.97000122070312,225.35000610351562,220.27000427246094,222.91000366210938,221.87738037109375
